"nid","path","title","created","pictures","body","tags"
"390","/nyhed/skituren-gaar-til-italien","Skituren går til Italien","Fredag, 10. november 2006 - 12:55","","Årets skitur for forårsholdet på Vejle Idrætshøjskole går til Italien. Destinationen er Marilleva, et lille hyggeligt sted ved Madonna Di Campiglio. Her er der store udfordringer for alle uanset evner og erfaringer på ski. Du får også muligheden for at prøve snowboard eller andre former for skiløb, hvis du er interesseret.

Læs mere om Marilleva
Se en pdf med deres pistekort
",""
"388","/nyhed/optrapning-til-stor-koncert","Optrapning til stor koncert","Onsdag, 8. november 2006 - 19:49","","Musiklinje er under kraftig optrapning gået i øvelejr til en stor koncert de snart vil annoncere. Hver eneste musiklinje elev skal til koncerten vise noget nyt han eller hun er gået i gang med. Christian som siden holdets start har tygget sig ind på bassen verden skal f.eks. spille bas i et stort holdnummer som er ret krævende for en bassist. Det er så meningen af publikum skal have specielt fokus på det instrument /den sanger der er nummerets ""stjerne"". 

Mette, som er blevet vores lille ""tromme-animal"" vil brilliere med op til flere rytmegrooves - og måske en lille trommesolo hvem ved. 

Alle har udfordret sig selv med svære opgaver og derfor blir koncerten også velforberedt, og kommer til at koste blod, sved og tårer af vores kære musikere.

læs om musiklinjen eller se TV2-regionerne. Indslaget starter ved 8.30 min.
",""
"387","/nyhed/maalsaetninger-i-fodbold","Målsætninger i fodbold?","Onsdag, 8. november 2006 - 17:20","","Ja, selvfølgelig kan man lave målsætninger i fodbold! Og det er endda vores erfaring, at det er en rigtig god idé og meget givende for den enkelte elev at arbejde med sit eget lille ""fodboldprojekt"". 

Selvom fodbold er et holdspil, kan der altså sagtens arbejdes på det individuelle plan.

Men hvordan foregår det så? 

Hver akademielev fik i starten af opholdet til opgave at udarbejde en målsætning, primært med det formål at forbedre sig på det tekniske plan. 

Målsætningen består i at finde et område (f.eks. shortpassing, afslutninger, frispark og driblinger) som skal udvikles og forbedres. Der laves en test, som fastlægger det nuværende niveau. Dernæst udarbejdes en træningsplan over en periode, hvorefter en evt. midtvejstest lægges ind. Viser testen et resultat, der ikke helt stemmer overens med det forventede, kan målsætningen revideres. Det kan også være, at eleven opdager, at der er blevet trænet for lidt og blot må konstatere, at ærmerne skal smøges op, og at der skal trænes lidt mere intensivt! Ved vejs ende foretages så den endelige test, som gerne skulle vise en mærkbar forbedring. 

Det er en yderst lærerig proces, når den tages alvorligt. Udover at blive en bedre fodboldspiller, lærer man også at reflektere fodbold!
",""
"386","/nyhed/musik-i-alle-kroge","Musik i alle kroge","Onsdag, 1. november 2006 - 9:06","","Så kom den endelig - den nye højskolesangbog og eleverne på VIH er aktitvt gået ind i festen med at lære alle de nye højskolesange at kende. Hver tirsdag formiddag tager vi et ordentligt indhug i den nye sangskat, og derudover hver morgen og på højskoleaftener/caféaftener synger vi derudaf. Det er skønt med fornyelse og skønt med nye noder og toner at brumme med på til morgensamlingerne i Globen.

Desuden foregår der spændende ting i skolens musiklokale hvor et helt nyt valgfagshold er gået i gang med at skrive deres egen musical fra bunden, handling, tekster, toner og musik. DET glæder vi os til.

Du kan læse mere om vores musiklinje og vores valgfag i musical.
",""
"385","/nyhed/ollerup","Ollerup","Onsdag, 1. november 2006 - 8:57","","Referat af Ollerup stævnet.

Ollerup stævnet var for håndboldholdet en stor oplevelse. For nogle var det første kamp, for andre var det bare endnu én i rækken. Vores hold blev forstærket udefra af Jeppe, Daniel, Peter, Mikkel og Karsten og det var også en nødvendighed. Det hold vi stillede op med fra håndboldlinien var meget svagt, idet vi kun lige kunne stille et hold og 2 af spillerne var startet fra bunden med spillet d. 19. august. Nogle kunne gå lige ind på banen og falde i deres roller, mens det for Lasse og Jes var noget sværere. De kæmpede selvfølgelig det bedste de havde lært - med blandet held i de første 2 kampe... - vi spillede uafgjort og tabte en! 

Af de hold der blev stillet op til turnering var vores det klart svageste og klart mest uerfarne, men vi havde en masse gåpåmod og fightervilje og det gav også pote i sidste kamp, som var klar top mod klar bund. Vi spillede vist 9-10. Favoritterne fik sig en overraskelse, så det var fedt! Klart noget der er værd at prøve igen! 

Ud over det sportsmæssige må man nok sige at Ollerup er imponerende størrelses- og udstyrsmæssigt. Der var ikke noget i vejen med faciliteterne. Velkomst aftenen var til gengæld noget pjat! Alt for meget højskole pjat! Vi lavede fesen korsang og sang dårlige sange alt for lang tid! - i omegnen af 2 timer. Hvad skete der for at leje nogen fra stjerne for en aften? - en gang fis! En gang håndbold træning for at ryste holdet sammen havde været mere på sin plads! Eller noget fysisk, lige meget hvad! Nat O-løb eks. 

Tilbage står en god oplevelse. Håber vi kan få arrangeret nogle flere kampe med håndboldfag.

""De håndboldglade elever"" 
",""
"384","/nyhed/de-gav-den-gas","DE GAV DEN GAS","Søndag, 22. oktober 2006 - 20:18","","Mage til forrygende koncert skal man køre mange kilometer efter.
I fredags kl. 14.30 fyldtes VIH med vellyd, creme-de-la-cremestemmer og hardcore brøl i ca. en time. Det var STEMMEN SOM INSTRUMENT der holdt afslutningskoncert, og foruden mange fællesnumre hvor hele holdet sang, også flerstemmigt, sprang 9 solister ud i lys lue. Det var både Signe der ""truckede derudaf"" med FAME, Nicolaj der VAR hele OASIS, Mathias som blev til Elton John  - skarpt forfulgt at duoen Oftedahl og Nikolaj foruden Gitte og Ditte der poppede os omkuld i ""Get here"" og Kit der overtog rollen som Danmarks unge Sanne Salomonsen. Publikum REV sig i håret og kunne ikke tro på at alle disse talenter så længe har gået og gemt sig i klasse 7 - men sandt var det. Og nu skal jeg love for de sprang ud !!!

Vi glæder os allerede til skolens musical i december - med så mange sangtalenter kan det kun blive en succes.
",""
"383","/nyhed/graesset-groede","Græsset groede","Torsdag, 19. oktober 2006 - 12:34","","D. 18/10 var eftermiddagens foredrag skiftet ud med aftenkoncert i Globen.
Vi havde besøg af det odenseanske bluegrassband ""Græsset Gror"". De 5 herrer trakterede mandolin, bas, fiddle, banjo og guitar (Banjoisten John mortensen spillede også dobro i ny og næ) og undervejs fortalte de om deres musik og dens rødder. De næsten 100 tilhørere var godt underholdt af både Duelin' Banjos, Wayfaring Stranger og Foggy Mountain Breakdown.
VIH takker for en god aften.
",""
"382","/nyhed/storkoncert-paa-fredag","Storkoncert på fredag","Onsdag, 18. oktober 2006 - 11:14","","Så sker det på fredag: den store sæsonafslutningskoncert med valgfagsholdet i Stemmen som Instrument.

Holdet vil synge hit på hit, både som hold, i mindre grupper og op til flere stangseje solister springer på fredag ud som stjerner på VIH.

Det blir en alsidig koncert, og bestemt ikke noget du vil gå glip af. 

Velkommen på VIh fredag d. 20. kl. 14.35 i havestuen- til stjernespækket koncert med VIH´s topsangere!
",""
"381","/nyhed/sejr-fodboldholdet-til-hoejskolestaevnet","Sejr for fodboldholdet til højskolestævnet","Tirsdag, 17. oktober 2006 - 17:48","","Det traditionsrige stævne idrætshøjskoler blev igen i år afholdt 
på Gymnastikhøjskolen i Ollerup.
I fodbold stillede VIH med 2 herrehold (11-mands og 7-mands) og ét 7-mands damehold - og hvilke hold!
Pga mange skader op til stævnet var vi lige akkurat nok til at stille 2 herrehold. I den første indledende kamp måtte 11-mandsholdet lide den tort, at have læreren Jesper Dupont på mål - og vi tabte knebent til Århus´s bedste hold. Vores stærke midterforsvarer Jeppe Floor måtte dog allerede efter 5 min udgå med en skade og vi spillede derfor med 10 mand i resten af kampen. De næste par kampe gik bedre og 11-mandsholdet var i finalen - og det var stadig kun med 10 mand! I finalen mødte vi Århus igen. I første halvdel af kampen spillede VIH rigtig godt, men spillerne var ved at være godt slidte efter mange kampe og tabte. Men rigtig flot indsats af eleverne på VIH.
7-mands herreholdet fik vidst det forkerte ben ud af soveposen. Vi tabte med mange mål til Sportshøjskolen i Ålborg...ups! Men jeg skal love for at de tilgengæld kunne score piger...øh score i de andre kampe. Så også 7-mandsholdet blev klar til finalen, i øvrigt mod samme hold som vi tabte til. Spillerne fra Ålborg var noget overrasket over at skulle møde os i finalen. Om de blev det efter finalekampen vides ikke, men den vandt vi - tillykke med det. Med dame(kvinde)holdet var vi lidt usikre hjemmefra - vi var nemlig ikke spillere nok. Den usikkerhed blev gjort til skamme. Vi vandt samtlige kampe i de indledende kampe og tog også lige finalen med (uden udskiftninger!) - sådan piger.
",""
"380","/nyhed/snart-klar-til-koncert","Snart klar til koncert","Onsdag, 4. oktober 2006 - 9:59","","Stemmen som instrument (valgfag) arbejder i øjeblikket intenst med at klargøre deres sæsonafslutnings-koncert. Koncerten vil blive en stor begivenhed på hele højskoleopholdet for publikum såvel som udøvende sangere. Der blir en række fællesnumre (enstemmigt og flerstemmigt) og op til flere solister. De 17 sangere på holdet knokler for at nå alt det de skal lære, selv på denne uges friluftstur (uge 40) er der lagt øveprogram . Man kan jo sagtens synge mens man cykler /ror kano mener vi.
",""
"379","/nyhed/fodboldakademiet-sparket-i-gang","Fodboldakademiet sparket i gang!","Onsdag, 27. september 2006 - 23:31","","Så kom dagen hvor akademiet blev sparket i gang på Vejle Idrætshøjskole. En flok forventningsfulde og fodboldglade elever tørnede ud med en omgang teknisk træning og intervalspil med høj intensitet. Senere på ugen stod den på Bangsbos Yo-Yo test for at tjekke formen. - Og den var egentlig ganske god, sådan da :-)

Undertegnede ser frem til en spændende forløb med masser af bold i semesteret 2006/07.

Chief Coaches Dupont & Thomsen
",""
"378","/nyhed/nyhedsbrev-fra-elevforeningen","Nyhedsbrev fra elevforeningen","Torsdag, 21. september 2006 - 3:13","","Her er det første online-nyhedsbrev fra Elevforeningen med løst og fast - primært fra august måneds jubilæum og elevmøde. Er du tidligere elev - og har du ikke fået en advisering via mail, er det nok fordi du ikke har en (korrekt) mailadresse i vores system. Send en mail til elevforeningen med navn og årgang + evt. adresse og telefon, så vil du fremover automatisk blive orienteret, når der er nyheder fra Elevforeningen, ligesom du får mulighed for at tilmelde dig til foreningens arrangementer. 

Læs nyhedsbrevet som en pdf-fil.
",""
"377","/nyhed/vi-jammer","Vi jammer","Fredag, 15. september 2006 - 14:28","","Musiklinjen ruller derudaf. 
Senest har de 9 syngende stjerner uddannet sig indenfor KOMPLET SANGTEKNIK, så de nu kan genkende, frembringe og så småt musikalsk begynde at bruge nye sangteknikker. De Curber, Overdriver og Belter derudaf og ender som små tekniknørder inden de 4 måneder er omme.

Bandsammenspillet går også godt. For tiden har vi med de 9 elever 2 småbands, som spiller lidt forskellige numre. Det ene band spiller med lidt utraditionnelle instrumenter, mens det andet er den velkendte besætning af bas, trommer, guitar, klaver og sang.

Soloundervisningen rykker også nu. I næste uge skal de 5 pianister akkompagnere til morgensamlingernes fællessang foran hele holdet. Nicolaj rykker på sax´en, Mette blir den nye kvindelige version af muppet shows ""animal"" på trommerne og ja, der er gang i alle skolens lokaler når vi har solotimer. Norske Christian sidder i ""boksen"" og træner bas.

Snart må vi lave en lille optræden så andre end os selv får glæde af alt det gode der sker.
",""
"376","/nyhed/besoegsdag-14-15-oktober","Besøgsdag 14.-15. oktober","Onsdag, 13. september 2006 - 23:53","","Kom og vær med!

Onlinetilmelding →

Besøg Vejle Idrætshøjskole i weekenden 14.-15. oktober 2006.

Går du og overvejer at tage på idrætshøjskole?

Vil du udfordres i din idrætsgren?
Tør du stifte bekendtskab med nye idrætsgrene?
Vil du møde andre unge?
Så får du nu mulighed for at afprøve livet på en idrætshøjskole.

Det bliver to forrygende dage med masser af idræt, samvær og fest, så tilmeld dig nu online.

Alle interesserede er velkomne.

Du skal medbringe tøj til idrætsaktiviteter ude og inde - og til festen.
Desuden skal du medbringe sovepose og liggeunderlag.

Du vil møde idrætshøjskolens lærere og nuværende elever.

NB: Det er ganske gratis at deltage

Program for weekenden

Lørdag den 14. oktober 2006

Kl. 10.00-10.30 Ankomst og indkvartering
Kl. 10.30-11.00 Velkomst og introduktion til weekenden
Kl. 11.00-13.00 Afprøv forskellige idrætsgrene. Eksempelvis aerobic, fodbold, volleyball, badminton
Kl. 13.00-13.45 Frokost
Kl. 14.00-16.30 Hæsblæsende aktiviteter i skoven
Kl. 17.00-18.00 Information om Vejle Idrætshøjskole (fagtilbud m.m.)
Kl. 19.00       Velkomstdrink, middag og fest

Søndag den 15. oktober 2006

Kl. 09.00-09.45 Morgenmad
Kl. 10.00-12.00 Afprøv forskellige idrætsaktiviteter 
Kl. 12.15-12.30 Afslutning
Kl. 13.00-13.30 Frokost

Har du spørgsmål vedrørende arrangementet - så send en e-mail til Jesper Dupont.

Med venlig hilsen
Vejle Idrætshøjskole
",""
"375","/nyhed/musiklinjen-er-startet","Musiklinjen er startet","Torsdag, 24. august 2006 - 14:32","","Så er musiklinjen efteråret 2006 i gang.

I dag havde Musiklinjen på VIH deres første undervisningsblok. Vi fik testet stemmematerialet og band/instrumentkundskaberne og begge lærere på linjen var yderst tilfredse. Det kan ikke andet end blive rigtig godt !! Linjen består af 9 elever: Mathias,Lynge,Nicolaj, Christian, Trine, Trine M.,Mette,Signe og Gitte.
",""
"374","/nyhed/nyt-elevhold-ankommet","Nyt elevhold ankommet","Mandag, 21. august 2006 - 22:52","","Så fik vi en masse skønne nye unge højskoleelever ind af døren.
Lørdag mellem 14 og 16 ankom VIH´s efterårshold 2006 og allerede nu kan vi se at det lover virkelig godt! Intro-ugen er stadig i gang, hvor holdet rystes sammen, præsenteres for forskellige fagvalg og tilbud og begynder at fornemme hvad det vil sige at være ""på højskole"". Fra onsdag morgen starter vi almindeligt skema med fuld knald på. Vi glæder os til at lære hinanden bedre at kende.
",""
"373","/nyhed/jubilarerne-2006","Jubilarerne 2006","Lørdag, 12. august 2006 - 10:49","","Jubilarerne blev vanen tro fotograferet i Globen.
",""
"369","/nyhed/generalforsamling-i-elevforeningen","Generalforsamling i elevforeningen","Onsdag, 9. august 2006 - 9:46","","Årets generalforsamling i Elevforeningen foregår den 13. august 2006.

Dagsorden

Valg af dirigent
Formandens beretning
Kassereren aflægger regnskab
Indkomneforslag
Fastlæggelse af kontingent
Valg af bestyrelses medlemmer. På valg er:

Jan Buur Frederiksen
Carsten Lang Petersen

Valg af suppleanter. På valg er:

Louise Kæmpe Henriksen
Casper Voigt Rasmussen
Lene Hauge Jensen

Valg af revisor. På valg er:

Gunnar Jensen

Præsentation af årgangsrepræsentanter:

Jeppe Vejlø
Pernille Larsen

Eventuelt
På godt gensyn næste år
Bestyrelsen
",""
"372","/nyhed/idraet-og-udvikling","Idræt og Udvikling","Fredag, 28. juli 2006 - 11:53","","Forrygende 14 dage er overstået med sport, musik og en masse udfordringer på kurset Idræt og Udvikling for udviklingshæmmede.

I år har der været 27 glade og forventningsfulde kursister, der blandt andet har klatret i træer, gynget i kæmpegynge, dyrket masser af sport, været på Egeskov slot og meget andet.

Torsdag blev der afholdt et brag af en koncert med en fyldt Globen, hvor kursisterne sang en koncert for kursister fra andre kurser på Vejle Idrætshøjskole. Der blev øvet intenst op til koncerten, og forventningerne blev indfriet hos de mange tilhørere.

Se alle billederne her

Maria-Louise, Katrine, Charlotte, Anne-Sofie, Jeppe, Rasmus, Erik, Anders og Sune.
",""
"371","/nyhed/jeg-kom-videre","Jeg kom videre","Mandag, 24. juli 2006 - 8:47","","Da Lene Jensen (20) var færdig med gymnasiet ville hun gerne studere dansk og idræt på universitetet, men fik desværre afslag. 

Det var et totalt nederlag og jeg vidste ikke hvad jeg så skulle indtil en veninde foreslog et højskoleophold. Jeg valgte Vejle Idrætshøjskole - et valg jeg kun kan anbefale andre, lyder det fra Lene.

Efter at have været på højskole havde Lene stadig lyst til at beskæftige sig med bevægelse. Men i stedet for idræt havde hun nu kastet sin kærlighed på fysioterapi, og hun var så heldig af flere af hendes højskolekammerater havde fået samme tanke, så de kunne støtte hinanden i ansøgningen.

Lene kom styrket ud af sit højskoleophold - og fik øjnene op for, at der er masser af muligheder.

Relaterede links

Jeppe ombestemte sig
Sune blev sikker
Lars fandt ud af hvad han ville
",""
"370","/nyhed/nu-ved-jeg-hvad-jeg-vil","Nu ved jeg hvad jeg vil","Mandag, 24. juli 2006 - 8:19","","Næsten alle lærerne på Vejle Idrætshøjskole har selv gået på højskole på et tidspunkt. Hvorfor tog de selv på højskole? Og hvorfor er de blevet i den verden? Hvad mener de mon om det hele? Vi prøver at spørge en af dem. Lars Olesen (30) siger:

- Jeg husker tydeligt, da jeg selv gik på idrætshøjskole. Oprindeligt tog jeg på højskole, fordi det lød rigtig fedt. Jeg havde en ide om, at jeg ville læse på universitetet, når jeg var klar til det, men havde ikke noget specifikt emne.

- Jeg nød virkelig at være på højskolen. Det jeg husker allerbedst er, at det var her jeg blev klar over, hvad jeg ville lave. Jeg ville gerne selv være lærer på en idrætshøjskole, for det virkede til at være et rigtig godt liv. Derfor søgte jeg mens jeg læste på højskolen ind på idrætsuddannelsen på Syddansk Universitet. Og det har jeg aldrig fortrudt. Hverken valget af uddannelse eller valg af job, siger Lars Olesen.

Lars fik lyst til at formidle idræt til andre, og det gør han nu bl.a. på højskolen, men også som en af de bærende kræfter bag undervisningsmaterialet til DBUs Fodboldskoler i sommerferien. Hvordan har han været så heldig at komme ind på drømmeuddannelsen og få lige nøjagtig de jobs, han faktisk brænder mest for?

- Jeg har været heldig, men så har jeg også været dygtig. Det kunne godt være lidt hektisk at være på en idrætshøjskole, for der sker altid noget. Men heldigvis er der også ledige stunder, hvor man ikke nødvendigvis skal være med i alle de aktiviteter, der foregår om aftenen. Her satte jeg mig ned og skrev en ansøgning. Jeg var godt inspireret af en af lærerne på højskolen som havde holdt et oplæg om, hvordan han synes, man skulle lave en ansøgning. Mine egen ideer og hans råd var åbenbart tilstrækkeligt til at komme ind på idrætsuddannelsen - og efterhånden blev jeg naturligvis dygtigere til at lave ansøgninger, og heldigvis var jeg så heldig at min seneste ansøgning vakte interesse fra højskolens forstander.

Lars synes stadig er der sjovt og udfordrende at være højskolelærer, og han føler han har fundet en god hylde at sidde på - når han har tid til det. For det er ligeså hektisk at være lærer, som det er at være elev.
",""
"368","/nyhed/elevmoede-2006","Elevmøde 2006!","Fredag, 30. juni 2006 - 14:01","","Der er åbnet for tilmelding. Har du ikke modtaget materiale, kan du læse lidt hvordan du tilmelder dig - bl.a. ved blot at sende din mail-adresse og få adgang til online tilmeldingen.

Læs mere om elevstævnet
Læs mere om jubilæet
Vejledning til tilmelding (pdf)
Vi ses på Vejle Idrætshøjskole!
",""
"367","/nyhed/anmeldelse-jesus-og-lucia","Anmeldelse: Jesus og Lucia","Fredag, 16. juni 2006 - 11:13","","Af K. Lamphugger

Den stort opsatte og meget imødesete musical Jesus og Lucia åbnede tæpperne til en forrygende dygtigt udført musical. Der var kælet for detaljen - og allerede nu planlægger crewet bag musicalen ekstraforestillinger i de tyndt befolkede landområder.

Allerede flere minutter før skuespillerne entrede scenen sad tilskuerne tænderklappende helt ude på kanten af sæderne. Man fornemmede tydeligt den inciterende stemning i rummet; forventningen var enorm. Selv Mathilde gik hele vejen op på en af de bagerste rækker for at få det bedste udsyn. Og ingen blev skuffet. 

Fra Malik slår tonen an, til Stefan skoser julen i det første festfyrværkeri af en sang var der fuld fart på. Stefan illustrerede julens forfærdelige dilemmaer gennem sine hyppige humørskifter som julemand, hvor han forsøger at behage publikum på overfladen, men han gennem sine handlinger tydeligt er en skidt karl.

I modsætning til Stefans diabolske spil, kommer Mia - den yndige Lucia - som ganske vist ikke kan gøre rent - men som synger så smukt at selv Pelle helt rundt på gulvet. 

Martin som Jesus, som absolut ikke var noget hurtigt dyr i skoven, men som havde rent mel på kjortlen. Det er ærgerligt ikke at være noget hurtigt dyr, når nu julemandens håndlangere er efter ham. Burichs hat havde boret en fælde til alle de vise mænd, som ellers var gevaldigt kloge. Randrup, Thomas og Burich spillede de vise mænd, det var helt utroligt, hvad de kunne fortælle ved at læse op fra deres bøger: en klog bog, en klogere bog og den klogeste bog. Men der stod nok ikke, hvordan man undgik den fælde nisserne havde lavet.

Jesus formåede at redde de tre vise mænd. De kommer til julemanden, som naturligvis vil købe verden, fordi han er en dygtig forretningsmand. Heldigvis har vi Jesus, men han har kun øje for Lucia. De vise mænd ville holde på verden, for de mener knap at julemanden har penge nok til at købe alt det slik bare højskolens elever har spist på fire måneder.

Julemanden får skødet på verden, Jesus får sin Lucia - og de bryder ud i en ganske dejligt og fornøjeligt afbrudt duet, hvor især hovedrolleindehaveren Martin kiggede længselsfuldt efter både Lucia og manuskriptet. Det var ægte, det var ømt og det var rørende. Den sidste duet blev spillet lige så sikkert og gennemført af det dygtige orkester, som både kan spille til grønlandske fangerhistorier og i dag viser de, at de også snildt kan klare storslåede musicals - enestående håndværk. 

Publikum var ikke øvet i genren - og vidste ikke, at det er forventet at klappe efter de forskellige sange. Til gengæld var klapsalverne øredøvende, da skuespillerne måtte flere gange på scenen bagefter for at bukke til de stående klapsalver. Der blev delt vin ud, kys til højre og venstre.

5 stjerner ud af 6 til årets musical.
",""
"366","/nyhed/fight-night","Fight Night","Fredag, 16. juni 2006 - 9:19","","Initiativrige elever arrangerede over to aftener Fight Night på højskolen. Første dag fik de andre elever lejlighed til at lære grundteknikkerne bag boksning og sparkene i taekwondo. Anden aften kunne man prøve kræfter med hinanden i judo.

Eleverne var velforberedte og timerne var gode oplevelser, selvom man næsten skulle tro, at der kom bly i både arme og ben, når man prøvede kræfter med de store madrasser og små skinker.

Den første aften blev der kåret både skildpadder og drager, og underviseren, Claus, kårede sig selv som skildpadde, mens alle fik titlen drage. Dog fik en den særlige udmærkelse at være den største drage, fordi vedkommende kæmpede alt hvad remmer, tøjler og elastikker kunne holde.

Du kan læse mere om taekwondo hos Wikipedia eller om boksning.  
",""
"365","/nyhed/release-af-cd","RELEASE af CD","Torsdag, 8. juni 2006 - 20:11","","Fredag d. 9. april kl. 13.00 blir der RELEASEFEST for Musiklinjens CD ""06"" (Nul seks). Til releasefesten blir cd´en præsenteret- tilblivelsensfacen, og hele forløbet - ligesom hvert enkelt nummer er blevet anmeldt af 3 kendte anmeldere og disse anmeldelser blir offentliggjort/læst op - ligsom vi vil høre alle 6 uropførelser i Globen. 
Det blir en stor dag for musiklinjen, men også en stor dag for resten af holdet-for talenterne er store og musikken meget alsidig og helstøbt. 

Glæd jer!
",""
"364","/nyhed/musiklinjen-i-tv-syd","Musiklinjen i TV-syd","Tirsdag, 6. juni 2006 - 9:34","","Den 2. juni var vores musiklinje i TV-syd. Du kan se indslaget hos TV2-regionerne. Det begynder ved 8.30 min.","musiklinje"
"363","/nyhed/triatlonstafet-alle","Triatlonstafet for alle","Lørdag, 27. maj 2006 - 19:25","","Triatlon arrangerede en happening for alle eleverne. Delt ind i hold skulle de gennemføre en kort triatlon som en stafet. To fra holdet svømmede på skift i maj-kulden, de blev afløst af to vældig aerodynamiske folk med store lår og endelig løb to letbenede springere afsted.

Opbakningen var stor, og tiderne var fabelagtige. 
",""
"362","/nyhed/golfbolden-triller-igen","Golfbolden triller igen...","Torsdag, 25. maj 2006 - 22:53","","I uge 17 startede endnu en sæson med højskole og golf på Vejle Idrætshøjskole. Blændende vejr (inkl. ""en smule"" regn), sommersange én masse og forrygende spil har været kendetegnende for kurserne indtil videre.

Kyndig instruktion af klubbernes pro'er fulgt op af individuel træning med udgangspunkt i en lille træningsbog (golflog'en) har givet en bedre forståelse for spillets mange facetter.

Aftenerne har budt på forskellige foredrag og hyggeligt samvær med natmad, rødvin og kaffebord, hvor dagens bedrifter er blevet diskuteret omhyggeligt.

En udflugt til Kongernes Jelling og en guidet tour i lokalområdet samt morgensamlinger, sang og fortælling har sporet tankerne lidt væk fra golfen og givet passende cocktail af højskole og golf!

Vi ser frem til de resterende kurser i 2006.
",""
"361","/nyhed/rundrejse-i-sydafrika","Rundrejse i Sydafrika","Lørdag, 20. maj 2006 - 22:37","","- fra Cape Town til Johannesburg

Af Maria og Cecilie

Søndag den 30. april samledes rejselinjen i Cape Town efter et veloverstået praktikophold. Humøret var højt og gensynsglæden stor. Dog skulle Tanzaniafolket lige vænne sig til det nye Afrika med SevenEleven og McDonalds overalt.

De to første dage var vi paa fællestur arrangeret af Henning til bl.a. Kap Det Gode Håb og Robben Island. Onsdag var det egentlig meningen, at vi skulle spredes for alle vinde, men de fleste valgte at tilbringe nogle flere dage i Cape Town.

Vi var sammen med Ida, Søgaard, Tips, Jesper og Martin ude at lave Shark Cage Diving. Det var en vild oplevelse, hvor vi kom skræmmende tæt på hvidhajer. Torsdag var vi på sightseeing i Cape Town. Vi var bl.a. oppe på byens varetegn Table Mountain. Desværre lå bjergets top indhyllet i en sky, så vi havde ikke mulighed for at nyde den fantastiske udsigt. Det blev dog meget bedre på gåturen nedad. Fredag var det så tid til at forlade Cape Town, og vi drog mod Oudtshoorn - en bjergby, hvor alt handler om strudse. Her var vi utrolig effektive og nåede på en dag både at kravle i drypstenshuler, ride på strudse og spise krokodillekebab.

Næste stop var Knysna - sydafrikanernes foretrukne ferieby, der ligger ved en idyllisk lagune omgivet af skov. Her var vi rigtig ude at opleve naturen med cruise på lagunen og vandretur langs kysten og i skoven. Vi sluttede af med Tree Top Canopy i et stort skovområde 1½ times kørsel fra Knysna. Tree Top Canopy er et helt system af svævebaner, der bringer dig fra trætop til trætop i 90 meters højde. Herefter gik turen videre til Umtata - en lille bustur på 12 timer på meget smallle sæder. Umtata var egentlig bare mellemstop, da vores egentlige mål var Coffee Bay, som ligger 1½ times kørsel fra Umtata. Coffee Bay er et meget afslappet og flippet sted, som ligger in the middle of nowhere. Her er utrolig smukt med lækre strande, dramatiske klippeformationer og grønne dale med græssende får, geder og køer. Vi var bl.a. på en landsbytur, hvor vi var inde i en af de tradiotionelle mintgrønne runde Xhosahytter. På denne tur mødte vi også en sangoma, som er en slags heksedoktor. Resten af tiden slappede vi af på stranden og forsøgte at planlægge de sidste 10 dage af rundrejsen. Tiden er
efterhånden ved at være knap, og vi har meget, vi gerne vil nå. Bl.a. sejltur i de fantastiske St. Lucia Wetlands og hestetur i det bjergrige Royal Natal. Sidste stop bliver Jo'burg den 23. maj kl. 17.00, hvor Henning venter med aftensmaden - Mon vi når det?
",""
"360","/nyhed/zanzibar","Zanzibar","Fredag, 19. maj 2006 - 23:25","","Af Kristian Tipsmark

Vi (Line, Mathilde, Jane, Ida og Tips) tog afsted tordag morgen med bus mod Dar-Es-Salaam.

Da vi kom frem efter en lang bustur på 9 timer, skiltes vores veje. Line og Mathilde havde deres egne planer, hvorimod vi andre skulle mødes med de 3 C'er fra Iringa.

Den følgende dag sejlede vi til Zanzibar, naemmere bestemt Stone Town, som er kendt for sit smukke aftenliv.

Her tilbragte vi så en hel dag, hvor vi fik brugt mange penge paa souvenirs. Om aften fik vi mad nede ved havnen, hvor man kunne smage alt godt fra havet eller kylling med tilbehør.

Lørdag tog vi til Nungwi, hvor vi skulle bo i 3 dage. Det var et rigtig hyggeligt, lille sted, med de bedste Bounty strande man kunne drømme om. Om dagen nåede vi temperaturer op til 50 grader. Det var dejligt blive stegt i solen ind til kl. 14, for der kunne vi hoppe i vandet. Man kunne selvfølgelig også gå i vandet før. Men da der var tidevand betød det, at man kom ud til søpindsvinene som stikker godt. Det fandt Tips ud af den første dag. Han fik en pig i foden. Man kan ikke rive piggene ud igen, så vi spurgte en lokal, som fortalte at papaya (en frugt) og lidt olie skulle smøres på foden, så ville den hele af sig selv. 

De andre dage her fik vi massage og lavet henna tatoveringer. Om aftenen fik pigerne prøvet øens specialiteter og Tips afprøvede de kendte retter.

Tirsdag tog vi til Kendwa, hvor det regnede en del, men vi fik lidt sol. Vi tilbragte stadig hele dagen ved stranden og om aften gik vi ud at spise.

Desværre havde Camilla lidt sygdom i kroppen, så hun brugte det meste at tiden på at blive rask igen.

Det var alt om vores fantatiske tur til Zanzibar.
",""
